GUID	Text
113000	Disculpa pero ¿has perdido la cabeza?
113001	Por lo menos lo has intentado.
113002	Seguro que tu intención era buena.
113003	Eso ha sido un fracaso absoluto.
113004	¡Cómo te atreves!
113005	Podría decirte algo para hacer que te sintieras mejor, pero no lo haré…
113006	Ni siquiera intentes justificar tu actuación.
113007	¡Adelante, explícate!
113008	Y yo que pensaba que eras un ganador...
113009	Por favor, adelante.
113010	Vaya, una cara conocida.
113011	¿Nos cono…? ¡Ah, eres tú!
113012	Seguro que es importante…
113013	El placer es mío.
113014	Habría enviado a buscarte de todas formas.
113015	¡Qué sorpresa tan agradable!
113016	No es ninguna molestia. Me gusta hacer de anfitrión.
113017	Claro, quédate el tiempo que quieras.
113018	¡Bueno, tengo algo de tiempo! ¿Qué es lo que necesitas?
113072	Muy bien.
113073	He tomado una decisión. Sí.
113074	Veré qué puedo hacer.
113075	Bueno, no me gustaría decepcionarte, así que… vale.
113076	Tengo los medios, ¿por qué no iba a hacerlo?
113077	No promuevo cosas como esta.
113078	Tienes todo mi apoyo.
113079	Pero solo esta vez, escúchame. Si no esperas que me deleite en ello.
113080	Bueno, si lo pides tan claramente.
113081	Vale.
113082	¡La idea en sí ya es increíble!
113083	De ninguna manera.
113084	¡Por supuesto que no!
113085	Eso escapa a mi poder.
113086	Tengo que rechazar esto firmemente.
113087	No puedes pedir una cosa así.
113088	¡No puedes decirlo en serio!
113089	No esperes que te apoye en este asunto.
113090	Lo siento. No siempre puedes tener lo que quieres.
113091	Me gusta tu sentido del humor… Ah, que va en serio...
113092	El mundo entero está viendo como se desvela este asunto. Deberíamos aprovechar la oportunidad.
113093	Ahora puedes demostrar cuánto vales de verdad.
113094	¿Puedo encargarte algo importante?
113095	Estaría más a gusto si supiera que el asunto está en buenas manos.
113096	Esto tiene prioridad máxima.
113097	Por favor, cuida los detalles.
113098	Lo que has conseguido aquí es admirable.
113099	¡Veo que se puede confiar en ti!
113100	Parece que mi confianza en ti estaba justificada.
113101	Te aseguro que tienes mi gratitud.
113102	Te has superado incluso a ti mismo.
113103	¡Tienes una manera de resolver los problemas que me parece muy innovadora!
113104	¡Has conseguido todo lo que hay que conseguir!
113105	Tu diligencia merece respeto.
113106	[Suspiro] ¡Tanto potencial desaprovechado!
113107	Deberías preguntarte por qué…
113108	Bien, la curiosidad mató a la empresa o ¿cómo era eso?
113109	¡Yo ya he metido dinero en este proyecto!
113110	Contigo es un constante ir y venir.
113111	Exijo una explicación.
113112	Gracias por mantenerme al tanto. ¿Alguna novedad?
113113	No dudo en que estás haciendo todo lo posible por encontrar una solución.
113114	Tengo otra cita, ¿hemos terminado? O mejor dicho: ¿has terminado?
113115	Acaba lo que empiezas. Espero que el concepto no te resulte ajeno.
113116	¿Aquí otra vez? No sé si eso debería halagarme o decepcionarme.
113117	Te tomas el asunto en serio, espero.
113118	Veo que hay progresos... Lentos, pero progresos al fin y al cabo.
113119	Dame una estimación. ¿Cuánto tiempo más tardarás?
113120	Eso es, seguro.
113121	Sí.
113122	Bien. Lo has encontrado.
113123	Imposible no verlo, ¿verdad?
113124	Bien, busca y encontrarás.
113125	Por favor, ten mucho cuidado.
113126	Tienes buen ojo para esas cosas.
113127	Buenos, esto es lo que tienes para empezar.
113128	¿Has invertido en un sistema moderno de navegación?
113129	Ese es tu destino, sí.
113130	Tu meta.
113131	Ahí es adonde espero que vayas.
113132	Espero que llegues a tiempo.
113133	Por favor, sal inmediatamente.
113134	Espero que no tardes mucho.
113135	¿A qué estás esperando?
113136	Es imposible ignorarte, ¿verdad?
113137	Qué sigilo…
113138	Oh no, te han descubierto.
113139	Desde aquí, está cerca.
113140	Date prisa. Casi lo tienes.
113141	Has llegado hasta este punto. Ahora, continúa.
113142	Hasta aquí hemos llegado.
113143	Tengo que decir que tienes algo de cazador de tesoros.
113144	Muy bien. Al menos lo has encontrado.
113145	Extraordinario. Ahora, si pudieras prestar atención a esto...
113146	¡Bravo! Pero el asunto aún no está completamente resuelto.
113147	Antes de lo previsto. Deberías de tener tiempo también para esto.
113148	¡Te pido que no muestres piedad!
113149	Todas las conversaciones han fracasado. Aún así, los hechos hablan por sí solos.
113150	Toma las medidas apropiadas, no importa lo extremas que sean.
113151	No sé si me sigues, pero esto no solo amenaza nuestros beneficios.
113152	¡Alguien tiene que parar todas estas guerras!
113153	¡Tu voluntad de imponerte es digna de alabanza!
113154	Formidable. En todos los sentidos.
113155	¡Tanta dedicación!
113156	La pérdida de vidas. Qué triste.
113157	¿Podrías abstenerte de… aventuras mortales en el futuro?
113158	He preparado cartas de condolencia.
113159	¡Eres responsable de esto!
113160	¿En serio? ¿Esto es en lo que he invertido?
113161	Para que quede claro… horrible.
113162	¡Déjame en paz! ¿O tampoco hay privacidad?
113163	¡Ni una palabra más sobre las condiciones en las que vivo!
113165	He estado en clubs de golf más soportables.
113166	Una ciudad en auge. ¡Puedo oír el estrépito a mi alrededor!
113167	Este sitio es… inaceptable.
113168	Esta vida… me lleva al límite.
113170	¿Sabes? No hay nada demasiado positivo que decir.
113177	No me digas que estás completamente satisfecho con esto.
113164	¡Un poco de savoir vivre! ¿Es pedir demasiado?
113172	Bueno, tengo la costumbre de disfrutar de un entretenimiento más amplio.
113169	No el centro del mundo, pero tampoco pido eso.
113171	No hay problemas importantes, si eso es a lo que te refieres.
113173	Un poco… aburrido aquí, ¿no te parece?
113174	Corriente.
113175	Vivir aquí tiene su mérito. Desde luego que sí.
113176	No me he quejado, ¿a que no?
113178	Presentable, al menos.
113179	Así que mis inversiones han dado fruto.
113180	¿Estoy sonriendo? ¡Por supuesto!
113181	Se vive bien aquí.
113182	En tu ciudad no falta de nada.
113183	Espera y verás. En unos pocos años, este podría ser el lugar perfecto.
113184	Oh, me gusta invertir en tu ciudad. Veo cómo todo el mundo sale ganando.
113185	Tengo apartamentos en muchas ciudades de todo el mundo. Pero ¿por qué marcharse?
113186	¿La decadencia de la cultura urbana? No veo nada de eso por aquí.
113187	Soy difícil de complacer, así que deberías sentir orgullo.
113188	Al menos puedo decir que vas por el camino correcto.
113189	He visto la ciudad más maravillosa… Bueno, en realidad la estoy viendo ahora.
113190	¡Puede que yo tenga éxito, pero tú pareces hecho para él!
113191	Reconozco a un generador de negocios en cuanto lo veo. Cuando estás cerca, siempre llevo un bloc de notas.
113192	Tienes una vista magnífica desde aquí arriba. ¡Una ciudad magnífica!
113193	Este sitio es tan bonito que me hace sentir vulgar.
113194	La felicidad tiene un hogar. ¡Busca mi dirección!
113195	Aquí, el trabajo y la vida van de la mano. ¡Y hacen una pareja estupenda!
113196	¡Estás construyendo el nuevo imperio empresarial!
113197	La modestia no es lo mío. Pero cuando veo tus logros, no puedo evitar sentirme inferior.
113198	¡Mira todo esto!
113199	Ejemplar. Veo que te importa mucho la imagen de tu ciudad.
113200	Ah, por fin, algo de entretenimiento.
113201	Pan y circos… algunas cosas nunca pasan de moda.
113202	¿Tú estás al mando aquí?
113203	Sí, unas propiedades muy atractivas.
113204	No nos han presentado.
113205	Estamos en la era del consumidor. Eres lo que compras. Menos mal que nos ofreces una gama de opciones tan amplia.
113206	¿Has oído hablar de Global Trust? Era un nombre importante el siglo pasado, una gran empresa. Pero sus intentos por colonizar Marte fueron... desastrosos.
113207	He oído que hay una especie de disputa territorial en las altas esferas de Cassian Industries. Deberíamos estar atentos.
113208	Como yo te apoyo para hacer realidad tu visión de una colonia en la Luna, espero que tú me apoyes también para hacer realidad mi visión de un hotel de lujo en la Luna.
113209	Tenemos suerte de que los Custodiadores Árticos inventaran los estabilizadores climáticos. Menos zonas inundadas, menos gente hacinada, menos vecinos molestos…
105720	¿Energía gratis? ¿Para todos? Mmmm. Bueno, esto nos involucra a todos... Voy a crear una fundación.
115573	Todos mis activos, echados a perder…
115574	¡¿Quién se atreve?!
115575	Ojalá pudiera impedir que el gato destrozara mi silla favorita...
115576	La cosecha de vino de este año ha sido decepcionante.
115577	Debería ser patrocinador, me encantan los clásicos del siglo XXI.
115578	¡Los cuellos altos de esta temporada son una preciosidad!
115579	Siempre debemos tratar de alcanzar la perfección.
115580	Por fin puedo relajarme.
115612	Después habrá algún programa de terror con rocas y todo eso...
105591	Ecología, economía... Cuando estén en equilibrio, significa que estoy haciendo mi trabajo.
113238	¡Uffff, no me lo habría imaginado!
113239	¡Maravilloso!
113240	Mi día acaba de mejorar.
113241	Eso ha ido bien.
113242	Oh, sí…
113243	Me gusta lo que veo.
113244	¡Un trabajo increíble!
113245	Perfecto.
113246	¿Qué más quieres?
113247	¡Qué éxito!
113248	Eso es lo que yo llamaría desarrollo positivo.
113249	Todo lo malo llega a su fin, supongo.
113250	Es bueno saber que eso es historia.
113251	Sabes lo que haces.
113252	Muy considerado por tu parte.
113253	No te imaginas lo agradecidos que están todos.
113254	De verdad te lo agradezco.
113255	Te preocupas. Eso lo valoro.
113256	Estás haciendo lo correcto.
113257	Tengo que decir que te admiro por eso.
113258	Eres tan impresionante como dicen todos.
113259	Mantienes todo en equilibrio.
113260	¡Eres una persona excepcional!
113261	¡Frustrante!
113262	¡Qué triste!
113263	Bueno, eso no ha ayudado nada.
113264	Eso está abocado al desastre.
113265	¡Qué horror!
113266	Vaya, eso es un problema.
113267	Muy lejos de la situación ideal...
113268	¡Caray!
113269	Eso no es posible.
113270	¡Estas cosas son tan frustrantes!
113271	¿Cómo has podido dejar que pase eso?
113272	Seguro que querías… algo… con eso.
113273	Y ¿qué es lo siguiente que piensas estropear?
113274	¿Entiendes lo que has hecho?
113275	No quieres oír mi opinión.
113276	Es culpa tuya.
113277	¿No debería haber buenas noticias con las malas noticias?
113278	¡Sí, muchas gracias!
113279	Mientras se haga a tu manera, ¿eh?
113280	¡Eso ha sido una irresponsabilidad!
113281	¿Has perdido tu acceso a la red? ¡Qué grata sorpresa!
113282	Hace frío fuera, ¿no? ¡Entra!
113283	Adelante.
113284	Hola. ¿Qué te trae por aquí hoy?
113285	Hola. ¿Quieres entrar?
113286	¡La idea en sí ya es increíble! ¿A que se está bien aquí?
113287	Aquí no viene mucha gente de visita. Al menos has venido.
113288	No es ninguna molestia. Puedes venir cuando quieras.
113289	Un placer conocerte en persona.
113290	¿Te has pasado sin más? ¡Muy amable por tu parte!
113291	Nada podría impedirlo.
113292	Buena idea. Lo haré.
113293	Por supuesto.
113294	Tiene sentido. Dalo por hecho.
113295	Sí.
113296	Gracias por tu confianza.
113297	¡Ya lo tienes!
113298	No te haré esperar.
113299	Sí, puedo hacerlo.
113300	Es mi trabajo, ¿no? Será un placer ayudarte.
113301	Esto para mí no es ninguna novedad. Nada nuevo. No lo haré otra vez.
113302	Ojalá pudiera.
113303	Me temo que no.
113304	¿Y fomentar este tipo de enfoque? ¡De ninguna manera!
113305	No, no me convence.
113306	Lo siento, pero esta vez tengo que negarme.
113307	No, tendrás que apañártelas sin mí.
113308	No puedo dejar a un lado todo lo demás.
113309	No te enfadas porque tenga que decir que no, ¿verdad?
113310	Pides algo imposible.
113311	Esto no podemos ignorarlo.
113312	Aquí están todos bastante preocupados por esto.
113313	Necesitamos el máximo apoyo para hacer esto.
113314	Toma. Suponía que tendrías más idea de lo que hay que hacer.
113315	Antes o después, este tema nos causará problemas.
113316	¡Todavía hay tiempo para resolver esto antes de que empeore!
113317	Gracias. Me quitas un peso de encima.
113318	¿A quién no le alegraría eso?
113319	Estoy muy agradecido.
113320	Lo has hecho bien. Supongo que por eso tú estás al mando.
113321	El planeta te lo agradecerá.
113322	Te has encargado del problema. ¡Gracias!
113323	Deberías sentirte bien contigo mismo.
113324	Nuestro futuro está en buenas manos contigo.
113325	¿Resuelves problemas o eres problemático?
113326	¿Sabes? Esto se podría haber evitado.
113327	¿Por qué ni siquiera te has molestado?
113328	Hasta ahora todo bien, aunque no está terminado.
113329	¿En serio? ¿Vas a quedarte ahí sin hacer nada?
113330	No puedo hacerte cambiar de idea, ¿verdad?
113331	Seguro que lo tienes todo bajo control. Lo tienes, ¿no?
113332	¿Y?
113333	Eh, ¿cómo ha…? Ay, aún estás en ello.
113334	Bueno, supongo que es mejor no tener noticias que tener malas noticias.
113335	Todavía hay tiempo.
113336	¿Cuánto va a tardar? Lo digo por curiosidad...
113337	Me temo que este problema no ha desparecido.
113338	Claro, no hay problema. Cuesta un poco controlar las cosas.
113339	Bingo.
113340	Me parece que es lo que estamos buscando.
113341	Es muy importante para nosotros.
113342	Sí, necesitamos eso.
113343	Mira lo que has encontrado.
113344	Oh, yo no me habría fijado en eso.
113345	Eso es.
113346	Sí, ese.
113347	Ahí es adonde tienes que ir.
113348	Seguro que te están esperando.
113349	Tienes que ir allí.
113350	Debe ser fácil llegar.
113351	Sí, ese es el lugar.
113352	¡Ve allí!
113353	Bueno, enciende los motores.
113354	Espero que llegues a tiempo.
113355	¿Quién está ahí? Oh...
113356	Increíble. Justo en su línea de visión.
113357	Y ahora ya saben dónde estamos.
113358	Caliente... caliente...
113359	Llegarás enseguida.
113360	Nos estamos acercando.
113361	Está bien escondido, peno no lo bastante.
113362	Mira lo que has encontrado.
113363	Es ese, no hay duda.
113364	Maravilloso. Aunque esto era solo la punta del iceberg.
113365	Muy bien. Esperemos que la segunda parte salga igual de bien.
113366	Gracias, pero este problema es más grande de lo que pensábamos.
113367	Aún puedes evitar que se produzcan más daños.
113368	El conflicto se está agravando. Tienes que intervenir.
113369	Están desequilibrando toda la región. ¡Haz algo!
113370	Por favor, esta violencia se nos está yendo de las manos.
113371	¡Si esto sigue así, los efectos serán devastadores!
113372	¡Has echado un jarro de agua fría sobre esos agitadores!
113373	El asunto podía haber acabado muy mal. Pero tú has estado ahí.
113374	Has evitado que pasara lo peor.
113375	¡Te has librado por los pelos!
113376	Te has enfrentado a ellos de frente. Ha sido muy loable, aunque pensándolo bien no ha sido nada sensato.
113377	Me parece que has sido demasiado imprudente.
113378	Este lugar me pone la piel de gallina, y no es por el frío.
113379	¿Qué es lo que quieres? ¡Vete a comer nieve!
113380	Hace frío aquí, ¿eh? ¿Qué se puede esperar de un lugar sin un ápice de calor humano?
113381	¿Quieres saber por qué pasamos tanto tiempo fuera? ¡Mira nuestros hogares!
113382	Pensaba que la vida en el Ártico sería tranquila... pero aquí todos los días son una lucha.
113383	No puedo seguir así.
113384	¡Voy a buscar unos prados más verdes! ¡Verdes de verdad!
113385	No intentes engañarme, ya sé lo mal que están las cosas por aquí.
113386	Es cierto que somos humildes... pero al menos deberíais suministrar lo más básico.
113387	No te sorprendas si este lugar no tarda en volver a quedarse despoblado.
113388	Así que esta es la gran blancura. Blanca sí que es, pero grande, la verdad...
113389	Mi trabajo, mmm... bueno, se trata de pasar el día.
113392	Los Custodiadores no nos pierden de vista ni un segundo. Es agotador.
113391	Este lugar... no está mal, pero eso no me importa.
113390	Aquí no hay mucha variedad, pero...
113393	Teniendo en cuenta que estamos en medio de un desierto de nieve, es una vida pasable.
113394	El invierno es eterno, pero te acostumbras.
113395	Es cierto que la humanidad puede sobrevivir en cualquier parte. Incluso en los momentos duros.
113396	Mientras las cosas sigan así, me las arreglaré.
113397	Podría ser peor.
113398	No nos vas a dejar expuestos al fío... Sabes a qué me refiero.
113399	Las cosas van en la dirección correcta.
113400	Es un día precioso. Cómo no iba a serlo en un lugar como este.
113401	Buena comida, un hogar acogedor. No falta de nada.
113402	¿Quién necesita playas de arena cuando puedes ir a trabajar en la motonieve?
113403	Nuestra comunidad se está haciendo fuerte.
113404	Aquí reina el frío, y no me refiero al tiempo que hace.
113405	No creo que en este momento haya ningún problema importante.
113406	¿Estás buscando cumplidos? ¡Seguro que aquí vas a conseguir un buen botín!
113407	A veces es difícil cumplir todas las normas de los Custodiadores. Pero me gusta el reto.
113408	¿Qué puedo decir? Feliz como una lombriz.
113409	Vamos a abrir el gran cofre del tesoro del Ártico. Con mucho cuidado, por supuesto.
113410	El aire puro, la nieve brillante... Es un pequeño paraíso blanco.
113411	Cualquiera creería que todo este frío y tanta nieve lo ponen a uno enfermo... ¡Pero la verdad es que me encuentro mejor que nunca!
113412	Es una sensación maravillosa trabajar por el bien de toda la humanidad. Porque eso es lo que estamos haciendo aquí, ¿verdad?
113413	¿Quién ha hablado de sacrificios? No echo nada en falta.
113414	¡Te agradezco profundamente todo lo que has hecho por nosotros!
113415	Aquí está todo tan tranquilo, tan sereno... Una auténtica bendición para el alma.
113416	La ciudad, la comunidad, ¡todo es maravilloso!
113417	Lo que has hecho con este lugar...  ¡Uau! ¡Asombroso!
113418	Gracias. Esto nos hacía mucha falta.
113419	Gracias. Es genial tener algo así en la zona.
113420	Es evidente que sabes planificar ciudades.
113421	Gracias. Muy habitable, si no te importa pasar frío.
113422	Lo supervisaremos todo aquí para ti.
113423	Prometo que no daremos ningún motivo de queja a los Custodiadores.
113424	Solía pasar horas de excursión por el campo en solitario, sobre todo en invierno. Bueno, con suerte puedes convertir tu hobby en una profesión.
113425	Saayman International puede engañar a los sureños diciendo que solo usan pescado real. Pero, sinceramente, está claro que están aumentando el pescado con sucedáneos. ¿De qué otro sitio iba a venir todo ese pescado si no de aquí?
113426	Mis parientes que viven en las afueras siempre se quejan de que los vecinos los molestan. Bueno, esta semana me he encontrado un oso polar durmiendo en el patio delantero.
113427	Hay mucha gente que no sabe ni cómo es la nieve. Tengo suerte, ¿no?
113428	Cuando oigo el sonido de mis pies sobre la nieve recién caída y veo los glaciares majestuosos elevándose en el horizonte... Siento realmente la vida.
115532	¡Gracias por salvarnos! Por un segundo pensé... De verdad, creía que...
115533	¡No siento los dedos de los pies! ¡Ni los de las manos! ¡Llévame a casa, por favor!
115534	¿Has visto a mi hermana? ¡Te juro que estaba detrás de mí!
115535	Venir aquí ha sido un error.
115614	La nieve no ayuda a que esto sea menos deprimente.
115616	No es solo el invierno lo que hace que la gente esté de un humor de perros...
115617	Y entonces se resbaló y se cayó de... Bueno.
115618	Tengo que acordarme de comprar la lámpara de luz diurna.
115619	¡Por fin puedo volver a pescar! Lo he echado de menos.
115620	¡El jefe dijo que este mes iba a darnos una prima!
115621	¡Aquí, los veranos son una delicia!
115622	¡Sí! ¡Tengo una licencia de pesca privada!
115691	Tenemos que rehacer este módulo.
115692	Vaya, se me ha caído...
115693	¡Cuidado con los desechos!
115694	Venga, vamos a abrir otro cuenco.
115695	¡Los sistemas de refrigeración vuelven a estar activos!
115696	Un último empujón y ya está.
115697	Una última carrera antes del descanso, ¿vale?
115700	¡¿Quién se va a comer todo esto?!
115701	¿Por qué huele a quemado?
115703	Vale, ahora esto puede despegar.
115707	Creo que nos estamos quedando atrás...
115708	¿Podría ver la licencia de esto?
115710	Vale, ya hemos terminado aquí.
115711	¡Me encanta el nuevo menú!
115715	Lo siento, no puedo hablar del tema.
105740	La energía de fusión es un campo apasionante. Te agradezco la oportunidad de poder investigarla.
105741	Muchas gracias. Esto va a simplificar nuestros cálculos. Me pondré en contacto en cuanto tengamos los primeros datos.
105742	Los datos de la investigación que nos ha enviado Global Union parecen muy complejos. Necesitaremos ordenadores potentes para combinar sus datos con los nuestros.
105747	¡Sí, aquí el laboratorio de investigación Aurora 2! ¡Lo hemos logrado! ¡La fusión fría en células de energía controladas! ¡Lo único que falta es la implementación a gran escala!
115777	Negativo. Los sistemas no responden. La red de estabilizadores se está viniendo abajo...
115790	Vale. Hemos completado los planos de la plataforma de lanzamiento de cohetes y hemos realizado algunas pruebas. Por lo que a nosotros respecta, puedes iniciar la construcción.
113580	¡Absolutamente fascinante!
113581	Realmente brillante.
113582	Un ejemplo de libro.
113583	¡Ha sido un golpe maestro!
113584	Fenomenal.
113585	¡No hay palabras para describirlo!
113586	Es verdaderamente asombroso.
113587	Qué dices...
113588	¡No salgo de mi asombro!
113589	¡Estupendo!
113590	Por supuesto. ¡Cómo no se me había ocurrido!
113591	Genial. Esto nos ha mantenido bastante tiempo.
113592	¡Eso sí que es avanzar!
113594	Tus cálculos han funcionado muy bien.
113595	¡Eres un fenómeno!
113596	¡Le has sacado el máximo partido!
113597	Todo gracias a ti.
113598	No veo que hayan cometido ningún error.
113599	El modo en que lo has hecho...¡es alucinante!
113600	Digamos que ahora estás en mi lista blanca.
113601	¡Todo el mérito es tuyo!
113602	Tengo mucho que aprender de ti.
113603	Tus conocimientos técnicos son absolutos.
113604	¡Imposible!
113605	¡Qué falta de sensatez!
113606	¡Me niego a creer esto!
113607	Es una píldora difícil de tragar.
113608	[Suspiro] Tengo que sentarme un momento.
113609	¡Impensable!
113610	Debería haberlo sabido...
113611	¡No puede ser cierto!
113612	¡Qué locura!
113613	¡Esto me hace dudar de la humanidad!
113614	Deberías revisar tus procedimientos.
113615	La intención es lo que cuenta, ¿sabes?
113616	No tengo mala opinión de ti. Pero, aun así...
113617	Puede que te haya contado demasiado.
113618	Lástima que tu plan no haya dado resultado.
113619	Me da la impresión de que no has tenido en cuenta todas las variables.
113620	Tu razonamiento está plagado de errores.
113621	Al menos nos has proporcionado datos nuevos.
113622	Lo siento por ti.
113623	¿Sabes? A veces las cosas no cuadran.
113624	Oh, hola.
113625	Entra, pero no toques nada.
113626	Mmm... Oh, perdón. Estaba pensando.
113627	Ah, alguien que se interesa por mi investigación particular...
113628	Bien. De todas formas, quería mostrarte mis estudios.
113629	Espero que no te aburras aquí.
113630	Te doy la bienvenida a mi hogar.
113631	Mmm, ¿sí?
113632	¿Puedo ayudarte?
113633	Justo ahora estoy haciendo pruebas, pero se aceptan espectadores.
113634	Claro que sí.
113635	Creo que será posible.
113636	Se me ocurrirá algo.
113637	Lo haré.
113638	¡Enseguida!
113639	Te prometo que haré todo lo posible.
113640	No te arrepentirás.
113641	Pronto tendrás los resultados.
113642	Muy bien, confía en la ciencia.
113644	Me encargaré por ti.
113645	Ni pensarlo.
113646	Sí, pero... ¡No!
113647	Lo siento, en este momento no estoy de humor.
113648	Oh no, sería demasiado complicado.
113649	No, desde luego que no.
113650	Lo lamento, no puedo satisfacer tus expectativas.
113651	Aún no he acabado con esto, ¿sabes?
113652	Así no es como se hacen estas cosas.
113653	¿Tengo pinta de especialista?
113654	No me vas a convencer.
113655	Es algo que lleva un tiempo rondándome la cabeza...
113656	El plan está claro. ¿Podrías encargarte de ponerlo en práctica?
113657	Por favor, esta no es precisamente mi especialidad...
113658	¿Puedo encargártelo a ti?
113659	Necesitamos tu experiencia profesional en este asunto.
113660	Puede que a ti se te ocurra cómo resolver esto.
113661	¡Todos los indicios hacían pensar que fallaría, pero eso no te ha detenido!
113662	¡Has demostrado que ese tipo de cosas son posibles!
113663	Las grandes ideas generan grandes hazañas. Tus hazañas.
113664	Haces que parezca sencillo.
113665	¡Tienes una gran capacidad de innovación!
113666	¡El mejor método imaginable!
113667	¡Un resultado excelente, de eso no hay duda!
113668	¡Mereces todos los elogios!
113669	Lo has hecho según tu leal saber y entender.
113670	Bueno, ahora podemos estar seguros de que así no es como hay que hacerlo.
113671	Prueba y error. La próxima vez lo harás mejor.
113672	Ya veo, hay que volver a empezar desde el principio.
113673	Te lo has pensado mejor, ¿no?
113674	Así que no estaba confirmado, después de todo...
113675	¿Quieres informarme sobre los avances?
113676	No puedo pensar en otra cosa. ¿Cuánto hemos avanzado?
113677	¿Puedes darnos ya una primera estimación?
113678	¿Ya se te ha ocurrido una solución?
113679	Nosotros nos ocuparemos de la parte teórica. La práctica es cosa tuya.
113680	¿Algún progreso hasta ahora?
113681	Ya basta de pensar. Es hora de actuar.
113682	Mmm, el análisis no indica que se haya avanzado mucho...
113683	Eso es.
113684	Yo lo clasificaría como tal, sí.
113685	Sí, eso es.
113686	Confirmado.
113687	Tienes el correcto.
113688	Podemos descartar que sea otra cosa.
113689	Parece que es ese, ¿no?
113690	Creo que se te da bien investigar.
113691	Por supuesto, ¿dónde si no?
113692	Por favor, ve hasta allí.
113693	Las coordenadas parecen correctas.
113694	Si nuestros cálculos son correctos, es aquí.
113695	Sí, tiene que ser aquí.
113696	Menos mal que no hemos perdido el rumbo.
113697	Ese es el lugar.
113698	Oh, ya sabes dónde es.
113699	¿No hemos tenido suficiente cuidado?
113700	Claro, ha sido muy sutil...
113701	Me gustaría tener uno de sus detectores.
113702	Las mediciones dicen que estamos cerca.
113703	Nos estamos acercando deprisa.
113704	Solo un poco más.
113705	¡Eureka! ¡Lo has encontrado!
113706	Ahí está.
113707	Un descubrimiento extraordinario.
113708	Gracias. El problema es que tiene más de una faceta.
113709	Lo siento, se me olvidó mencionar este problema cuando te lo pedí por primera vez. ¿Aún tienes tiempo?
113710	Odio tener que molestarte otra vez, pero... bueno, míralo tú...
113711	¡El aumento de la violencia es alarmante! Alguien tiene que intervenir.
113712	He analizado la situación. Es muy inestable.
113713	Todo parece indicar que el conflicto va a escalar. Te ruego que hagas algo.
113714	Soy consciente de que el riesgo es alto... Pero hay que detenerlos.
113715	Es una cuestión de fuerza, no de inteligencia.
113716	Se te dan muy bien las estrategias.
113717	¡Se lo pensarán dos veces antes de enfrentarse a ti otra vez!
113718	Gracias. Si no hubieses intervenido, habría sucedido una catástrofe.
113719	Lo he vuelto a calcular. Era imposible que ganaras.
113720	Atacar sin tener un buen plan... ya ves adonde te lleva.
113721	[Suspiro] Deberíamos fomentar nuestra investigación en defensa.
113724	La ciencia es esencial para el progreso. Pero parece que, aquí, todavía no nos hemos dado cuenta.
113725	¡¿Qué está pasando aquí?! ¡Ni siquiera puedo pensar con claridad!
113726	Los planificadores de nuestra ciudad confunden la locura con la genialidad.
113727	Dentro. Fuera. ¡Dentro! ¡Fuera! ¿Me vas a dejar trabajar en paz?
113729	Puede que no sea el momento oportuno para las buenas ideas, al menos no aquí...
113730	La forma en que nos tratan aquí escapa a toda razón.
113731	Apuesto a que otras empresas valoran más mis habilidades...
113732	Las manos frías y el corazón caliente, ¿eh? Por aquí solemos decir: las manos frías y la mirada helada.
113723	Una corporación multinacional, y no tiene recursos para la investigación científica... algo no va bien.
113728	Tenía que haberme quedado en la universidad.
113738	¿Por qué no mejorar un poco este lugar? Es solo una idea.
113741	¿Quieres que nuestra investigación dé frutos? Danos algo con lo que trabajar.
113742	No quiero criticar nada.
113740	No quiero parecer un sabelotodo, pero no estamos rindiendo lo suficiente.
113733	Mmm, al menos aquí la mayoría de las decisiones son lógicas.
113734	Es trabajo mental, pero no deja de ser trabajo.
113735	Nuestro asentamiento no tiene nada de particular.
113736	Los estudios están yendo bien. Pero no vivo solo para mi trabajo.
113739	Mientras pueda investigar, estoy bien.
113737	Es el Ártico. ¿Hasta qué punto puede resultar acogedor?
113743	Nuestra investigación está avanzando bien. Estamos motivados.
113744	No hay razón para quejarse de nada.
113745	Estoy trabajando en un importante proyecto de investigación internacional. Por supuesto que estoy bien.
113746	Gracias. Aquí siempre se ocupan de nuestros problemas.
113747	¿El frío? Me gusta pasar casi todo el tiempo en el laboratorio, así que casi ni lo noto.
113748	Estamos en el fin del mundo y siguen dándonos tantas comodidades.
113749	Mi trabajo es cuestionar las cosas, pero no hay duda de que este lugar es excelente.
113750	Mmm, renovar mi contrato durante unos años. Me gusta la idea.
113751	Cada día aquí es una nueva oportunidad para superarse a uno mismo.
113752	Al principio tenía dudas, pero al ver todo esto se disiparon.
113753	Nos motivas continuamente.
113754	¡Aquí hacemos un descubrimiento tras otro!
113755	¡Este programa espacial va a redefinir la vida en la Tierra! ¡Y yo formo parte de él!
113756	¡Piensas con creatividad! ¡Y eso hace que tengas éxito!
113757	Y yo estaba pensando en ti también. Bueno, ¡las mentes brillantes piensan igual!
113758	¡Deberían escribir un artículo de investigación sobre ti, eres increíble!
113759	La felicidad no es una ciencia exacta. Pero tú pareces conocer bien sus leyes.
113760	A veces me parece que no somos lo bastante agradecidos.
113761	Te dedicaré mi próximo gran descubrimiento.
113762	Líder de pensamiento, ¡es un nombre que te va!
113763	¡Por fin nuestras ideas están a salvo!
113764	¡Es cierto! Tienes que proteger tu capital intelectual.
